"","authfull","inst_name","cntry","np6020","firstyr","lastyr","rank (ns)","nc9620 (ns)","h20 (ns)","hm20 (ns)","nps (ns)","ncs (ns)","cpsf (ns)","ncsf (ns)","npsfl (ns)","ncsfl (ns)","c (ns)","npciting (ns)","cprat (ns)","np6020 cited9620 (ns)","self%","rank","nc9620","h20","hm20","nps","ncs","cpsf","ncsf","npsfl","ncsfl","c","npciting","cprat","np6020 cited9620","np6020_d","nc9620_d","sm-subfield-1","sm-subfield-1-frac","sm-subfield-2","sm-subfield-2-frac","sm-field","sm-field-frac","rank sm-subfield-1","rank sm-subfield-1 (ns)","sm-subfield-1 count"
"1340","Zhang, Kevin","Taiwan Semiconductor Manufacturing Company","twn",74,1998,2021,328337,2896,29,6.23298457552049,5,8,15,529,46,1558,2.91995708910597,2442,1.18591318591319,66,0.0697,356529,3113,30,6.65722699976291,5,8,15,566,46,1683,2.94342836389747,2546,1.22270227808327,66,0,25,"Electrical & Electronic Engineering",0.589041095890411,"Applied Physics",0.287671232876712,"Engineering",0.63013698630137,1301,1140,105029
"1341","Lee, Cheng Kuo","Chien Hsin University of Science and Technology","twn",33,1992,2016,328924,515,13,10.65,13,327,21,386,24,409,2.91909363946113,483,1.06625258799172,29,0.0737,347197,556,14,11.65,13,336,21,411,24,437,2.95594088558618,513,1.08382066276803,29,0,17,"Materials",0.424242424242424,"Energy",0.242424242424242,"Enabling & Strategic Technologies",0.666666666666667,5523,5033,285331
"1342","Lin, Shueei Muh","Kun Shan University","twn",83,1992,2021,329387,608,14,11.5,22,159,60,367,75,548,2.91840597634243,468,1.2991452991453,61,0.313,244943,885,18,13.5333333333333,22,268,60,572,75,813,3.1199303386461,545,1.62385321100917,68,1,7,"Mechanical Engineering & Transports",0.378048780487805,"Applied Mathematics",0.121951219512195,"Engineering",0.524390243902439,1835,2377,109724
"1343","Chen, Bang Fuh","National Sun Yat-Sen University","twn",56,1990,2021,330165,652,15,11.0333333333333,13,104,37,439,49,626,2.91726605218834,485,1.34432989690722,36,0.1477,330389,765,16,11.0333333333333,13,139,37,521,49,737,2.97983527977808,524,1.45992366412214,38,0,9,"Civil Engineering",0.571428571428571,"Environmental Engineering",0.107142857142857,"Engineering",0.696428571428571,845,775,47647
"1344","Hsu, Li Ling","Ching Kuo Institute of Management & Health","twn",58,2004,2020,330200,571,16,10.7833333333333,8,140,24,413,44,514,2.91722274798876,518,1.1023166023166,45,0.0419,374786,596,16,10.7833333333333,8,147,24,428,44,534,2.91915915731665,535,1.11401869158879,45,0,11,"Nursing",0.844827586206897,"Applied Ethics",0.0172413793103448,"Public Health & Health Services",0.913793103448276,1487,1370,90621
"1345","Yeh, Jia Yi","Chung Hwa College of Medical Technology Taiwan","twn",27,2004,2020,331055,545,13,9.48333333333333,13,253,20,497,21,497,2.91595092031343,375,1.45333333333333,26,0.0422,361109,569,13,10.4833333333333,13,261,20,520,21,520,2.93734532855893,387,1.4702842377261,26,0,13,"Materials",0.407407407407407,"Civil Engineering",0.111111111111111,"Enabling & Strategic Technologies",0.481481481481482,5778,5076,285331
"1346","Guo, Jiun In","National Yang Ming Chiao Tung University","twn",182,1992,2021,331579,1594,20,10.8623015873016,9,27,27,217,141,1183,2.91515241234204,1325,1.20301886792453,127,0.1065,314070,1784,21,11.3940476190476,9,48,27,277,141,1308,3.00378897370337,1430,1.24755244755245,137,0,69,"Electrical & Electronic Engineering",0.392265193370166,"Artificial Intelligence & Image Processing",0.243093922651934,"Information & Communication Technologies",0.50828729281768,1114,1159,105029
"1347","Wang, H. H.","Kaohsiung Medical University","twn",72,1987,2018,332466,1189,20,11.6333333333333,5,48,14,214,42,741,2.9139236503313,1140,1.04298245614035,67,0.0854,339576,1300,22,12.8333333333333,5,55,14,228,42,804,2.9666148343739,1218,1.06732348111659,68,0,27,"Nursing",0.513888888888889,"Urology & Nephrology",0.319444444444444,"Public Health & Health Services",0.555555555555556,1312,1382,90621
"1348","Tsai, Ming Shyong","Southern Taiwan University of Science and Technology","twn",37,1991,2009,332638,820,15,9.84285714285714,5,156,22,383,25,476,2.91366572262823,742,1.10512129380054,36,0.0342,376206,849,15,9.84285714285714,5,164,22,404,25,498,2.91728368288296,760,1.1171052631579,37,1,27,"Materials",0.432432432432433,"Applied Physics",0.297297297297297,"Enabling & Strategic Technologies",0.594594594594595,6028,5104,285331
"1349","Chen, Wen Tsuen","Academia Sinica, Institute of Information Science","twn",195,1975,2017,332859,2610,25,12.9,4,0,89,892,171,2263,2.91336672765116,2515,1.03777335984095,144,0.0323,368886,2697,26,13.8166666666667,4,0,89,906,171,2334,2.92688696644591,2578,1.04615981380915,148,2,79,"Networking & Telecommunications",0.612565445026178,"Artificial Intelligence & Image Processing",0.109947643979058,"Information & Communication Technologies",0.910994764397906,3863,3337,183648
"1350","Ho, Chii Dong","Tamkang University","twn",202,1998,2021,333561,1645,22,10.6944444444444,3,6,129,787,161,1080,2.91241744277579,1059,1.5533522190746,133,0.2676,226183,2246,25,13.8277777777778,3,21,129,1223,161,1561,3.15628462711058,1296,1.73302469135802,163,0,41,"Chemical Engineering",0.415841584158416,"Mechanical Engineering & Transports",0.252475247524752,"Engineering",0.693069306930693,1184,1862,66189
"1351","Lin, Chao Sung","National Taiwan University","twn",128,1993,2021,333728,2160,28,14.9436868686869,1,0,30,796,79,1643,2.9121808864056,1834,1.17775354416576,100,0.1269,350918,2474,31,15.3103535353535,1,0,30,903,79,1840,2.95090081068745,1993,1.24134470647265,103,3,52,"Materials",0.3359375,"Energy",0.2578125,"Enabling & Strategic Technologies",0.6171875,5598,5125,285331
"1352","Li, Tsai Chung","China Medical University","twn",337,1998,2021,333986,5448,38,15.8056027306027,0,0,22,183,79,1337,2.91180780944052,5092,1.06991358994501,307,0.0967,365749,6031,40,16.1067932067932,0,0,22,194,79,1477,2.93109095928633,5459,1.10478109543872,315,0,76,"Complementary & Alternative Medicine",0.14540059347181,"Endocrinology & Metabolism",0.109792284866469,"Clinical Medicine",0.759643916913947,111,100,11649
"1353","Chang, C. H.","National Taiwan University Hospital","twn",106,2000,2020,335377,3534,34,10.877355977356,0,0,41,1047,43,1072,2.909773988723,3367,1.04959904959905,101,0.0584,371869,3753,35,11.202355977356,0,0,41,1119,43,1146,2.92291885043405,3541,1.05987009319401,101,0,48,"General & Internal Medicine",0.160377358490566,"Cardiovascular System & Hematology",0.132075471698113,"Clinical Medicine",0.886792452830189,3898,3786,224174
"1354","Kao, Po We","National Sun Yat-Sen University","twn",106,1980,2020,336269,3781,36,15.85,1,8,7,29,50,1307,2.90852370589487,2954,1.27995937711577,94,0.0531,376643,3993,38,16.2666666666667,1,8,7,29,50,1360,2.91676164633445,3024,1.32043650793651,94,3,110,"Materials",0.894230769230769,"Biomedical Engineering",0.0480769230769231,"Enabling & Strategic Technologies",0.894230769230769,6038,5165,285331
"1355","Tseng, Ching Hsiang","National Taiwan Ocean University","twn",75,1975,2012,336302,1204,18,9.51233766233766,15,53,43,426,52,623,2.90847257691357,1086,1.10865561694291,52,0.1344,342718,1391,19,9.63733766233766,15,70,43,474,52,715,2.96218729802756,1228,1.13273615635179,56,1,6,"Networking & Telecommunications",0.253333333333333,"General Physics",0.0933333333333333,"Information & Communication Technologies",0.293333333333333,3533,3372,183648
"1356","Tseng, Chao Hsiung","National Taiwan University of Science and Technology","twn",81,2001,2020,337712,1162,16,11.2333333333333,1,13,37,859,68,1082,2.90643775861187,1038,1.11946050096339,68,0.0879,361523,1274,18,11.4333333333333,1,13,37,924,68,1167,2.93682238884006,1100,1.15818181818182,75,0,15,"Networking & Telecommunications",0.89873417721519,"Electrical & Electronic Engineering",0.0886075949367089,"Information & Communication Technologies",0.89873417721519,3768,3389,183648
"1357","Wang, Shing Chung","National Chiao Tung University","twn",557,1990,2018,337861,6799,42,16.9913059163059,0,0,9,31,343,4017,2.90619379877712,5310,1.2804143126177,326,0.1772,330128,8263,45,18.4472943722944,0,0,9,45,343,4868,2.98020745905321,6078,1.35949325435999,338,1,91,"Optoelectronics & Photonics",0.407207207207207,"Applied Physics",0.313513513513513,"Physics & Astronomy",0.500900900900901,1628,1502,108280
"1358","Guey, Jiann Ching","MediaTek Inc","twn",36,1995,2015,338281,765,9,6.95833333333333,10,315,26,726,30,744,2.90557767064328,725,1.0551724137931,28,0.0805,376376,832,9,6.95833333333333,10,322,26,785,30,809,2.91709561940958,776,1.07216494845361,31,0,4,"Networking & Telecommunications",0.833333333333333,"Computer Hardware & Architecture",0.0277777777777778,"Information & Communication Technologies",0.888888888888889,3953,3398,183648
"1359","Yang, Wen Chin","Academia Sinica, Agricultural Biotechnology Research Center","twn",58,1992,2021,338586,1660,23,7.71590909090909,1,24,11,355,37,1150,2.90515741554375,1451,1.14403859407305,54,0.1291,352147,1906,25,7.97348484848485,1,25,11,404,37,1317,2.94918998460421,1562,1.2202304737516,57,0,39,"Complementary & Alternative Medicine",0.210526315789474,"Immunology",0.192982456140351,"Clinical Medicine",0.543859649122807,108,103,11649
"1360","Wang, Ching Chiung","Taipei Medical University","twn",92,1999,2021,339007,2793,32,11.7212301587302,0,0,18,569,66,2231,2.90453630195845,2583,1.08130081300813,84,0.0696,377409,3002,33,11.8170634920635,0,0,18,619,66,2370,2.91575612132131,2727,1.1008434176751,86,0,104,"Medicinal & Biomolecular Chemistry",0.141304347826087,"Food Science",0.130434782608696,"Clinical Medicine",0.369565217391304,1950,1684,88725
"1361","Wang, Farn","National Taiwan University","twn",98,1991,2019,340781,621,11,9.58333333333333,33,267,67,395,88,604,2.90209449612832,555,1.11891891891892,64,0.2616,272571,841,14,11.8928571428571,33,341,67,575,88,823,3.07082144264518,660,1.27424242424242,71,0,5,"Artificial Intelligence & Image Processing",0.452631578947368,"Software Engineering",0.210526315789474,"Information & Communication Technologies",0.989473684210526,4793,5981,253359
"1362","Shy, Shenqyang Steven","National Central University","twn",80,1990,2021,340783,1111,20,10.4833333333333,5,28,40,460,62,698,2.90209300591394,885,1.25536723163842,56,0.2564,295612,1494,24,12.2333333333333,5,30,40,645,62,971,3.0328615874587,968,1.54338842975207,60,0,2,"Energy",0.734177215189873,"Mechanical Engineering & Transports",0.139240506329114,"Enabling & Strategic Technologies",0.759493670886076,4088,4860,229150
"1363","Chen, Chien Chih","National Research Institute of Chinese Medicine Taiwan","twn",119,1988,2021,340887,2975,32,14.8051587301587,0,0,20,542,48,1203,2.90195821454128,2533,1.1744966442953,112,0.0877,374153,3261,33,15.0551587301587,0,0,20,598,48,1325,2.91995664546503,2723,1.19757620271759,113,0,54,"Medicinal & Biomolecular Chemistry",0.394957983193277,"Pharmacology & Pharmacy",0.235294117647059,"Chemistry",0.571428571428571,1924,1704,88725
"1364","Lee, Narn Yih","Southern Taiwan University of Science and Technology","twn",61,1994,2019,340900,843,15,9.95,6,71,42,520,53,645,2.90193426762119,744,1.13306451612903,55,0.0243,387905,864,15,10.2833333333333,6,71,42,527,53,665,2.90241711065922,761,1.1353482260184,55,3,65,"Networking & Telecommunications",0.311475409836066,"Artificial Intelligence & Image Processing",0.19672131147541,"Information & Communication Technologies",0.836065573770492,4084,3430,183648
"1365","Hwang, Betau","Taipei City Hospital Taiwan","twn",328,1979,2021,341257,3404,30,13.6419552669553,4,10,39,78,160,859,2.90139349931752,3122,1.0903267136451,255,0.0896,375533,3739,30,14.1102092352092,4,10,39,87,160,939,2.91813368494851,3339,1.11979634621144,264,0,35,"General & Internal Medicine",0.268292682926829,"Pediatrics",0.24390243902439,"Clinical Medicine",0.896341463414634,3938,3858,224174
"1366","Chou, Chung Che","National Taiwan University","twn",75,2000,2021,341324,1713,26,12.9333333333333,0,0,60,1486,66,1591,2.90128563009663,1205,1.42157676348548,58,0.1582,353272,2035,28,13.2666666666667,0,0,60,1779,66,1889,2.94773228200817,1274,1.59733124018838,60,1,24,"Civil Engineering",0.613333333333333,"Strategic, Defence & Security Studies",0.28,"Engineering",0.613333333333333,914,802,47647
"1367","Kao, W. H.","Chienkuo Technology University Taiwan","twn",74,1998,2021,341498,788,16,11.25,11,124,34,259,50,505,2.90105083281492,715,1.1020979020979,58,0.0686,368918,846,17,11.25,11,133,34,293,50,544,2.92684159512839,755,1.1205298013245,61,7,38,"Materials",0.554054054054054,"Applied Physics",0.202702702702703,"Enabling & Strategic Technologies",0.554054054054054,5909,5256,285331
"1368","Chung, Char Dir","National Taiwan University","twn",101,1990,2020,342822,539,14,10.1666666666667,21,224,46,322,93,522,2.89922340902664,478,1.12761506276151,54,0.2616,279151,730,16,12.8333333333333,21,325,46,448,93,703,3.05978209682403,545,1.3394495412844,64,0,20,"Networking & Telecommunications",0.82,"Electrical & Electronic Engineering",0.06,"Information & Communication Technologies",0.9,2797,3455,183648
"1369","Chen, Chin Ling","Chaoyang University of Technology","twn",169,1987,2021,344122,1045,15,9.6,4,41,111,645,131,760,2.89736483532064,966,1.08178053830228,128,0.17,311937,1259,18,10.9666666666667,4,53,111,775,131,917,3.00697420833072,1089,1.15610651974288,136,10,80,"Networking & Telecommunications",0.337349397590361,"Artificial Intelligence & Image Processing",0.204819277108434,"Information & Communication Technologies",0.680722891566265,3165,3472,183648
"1370","Joung, Yuh Jzer","National Taiwan University","twn",70,1991,2020,344253,564,12,9.41666666666667,15,230,48,468,62,535,2.89719186043458,439,1.28473804100228,55,0.1104,355555,634,13,9.91666666666667,15,254,48,522,62,601,2.94473005869539,476,1.33193277310924,60,0,12,"Networking & Telecommunications",0.294117647058823,"Artificial Intelligence & Image Processing",0.205882352941176,"Information & Communication Technologies",0.970588235294118,3694,3475,183648
"1371","Chiu, Yuan Shyi Peter","Chaoyang University of Technology","twn",151,2003,2021,344831,822,12,7.86666666666667,3,176,84,490,120,709,2.89636062497864,521,1.57773512476008,87,0.4938,213740,1624,17,11.5,3,198,84,940,120,1351,3.18160543032933,679,2.39175257731959,131,19,207,"Artificial Intelligence & Image Processing",0.273333333333333,"Industrial Engineering & Automation",0.153333333333333,"Engineering",0.286666666666667,3650,6049,253359
"1372","Shiu, Da Shan","National Taiwan University","twn",33,1998,2014,345028,4124,12,5.51666666666667,1,5,11,2290,29,2377,2.89609674414878,3992,1.03306613226453,28,0.0113,399173,4171,12,5.51666666666667,1,5,11,2307,29,2404,2.88829520416908,4035,1.03370508054523,29,0,69,"Networking & Telecommunications",0.939393939393939,NA,0.0606060606060606,"Information & Communication Technologies",1,4211,3485,183648
"1373","Chang, Kuo Chun","National Taiwan University","twn",237,1986,2021,345593,2982,31,14.8261904761905,2,0,35,456,110,1405,2.89532375096892,2420,1.23223140495868,136,0.1083,373823,3344,34,14.9928571428571,2,0,35,485,110,1524,2.92035508841382,2594,1.28912875867386,148,0,50,"Civil Engineering",0.519650655021834,"Strategic, Defence & Security Studies",0.139737991266376,"Engineering",0.650655021834061,973,815,47647
"1374","Lien, Shao Yu","National Chung Cheng University","twn",57,2007,2021,347289,2098,17,7.57619047619048,1,4,39,1639,43,1761,2.89299377084326,1848,1.13528138528139,46,0.1114,355889,2361,19,8.30952380952381,1,4,39,1826,43,1966,2.94426508597585,1963,1.20275089149261,49,0,35,"Networking & Telecommunications",0.928571428571429,"Distributed Computing",0.0178571428571429,"Information & Communication Technologies",0.982142857142857,3699,3509,183648
"1375","Kam, T. Y.","National Chiao Tung University","twn",110,1983,2020,347574,1035,18,12.0833333333333,10,11,67,717,102,940,2.89259850324519,823,1.25759416767922,80,0.1154,363394,1170,19,12.5833333333333,10,12,67,814,102,1069,2.93425487744307,861,1.3588850174216,82,4,30,"Materials",0.3,"Mechanical Engineering & Transports",0.163636363636364,"Engineering",0.381818181818182,5820,5356,285331
"1376","Hsieh, Hsing Pang","National Health Research Institutes Taiwan","twn",125,1990,2021,349344,4072,40,10.3071912964866,0,0,8,349,45,1789,2.8900839807842,3400,1.19764705882353,120,0.1429,371445,4751,41,11.0396259370095,0,0,8,380,45,2032,2.92349507455585,3705,1.28232118758434,123,0,37,"Medicinal & Biomolecular Chemistry",0.48,"Oncology & Carcinogenesis",0.12,"Chemistry",0.624,1903,1770,88725
"1377","Chang, Chih Yuan","Kao Yuan University Taiwan","twn",60,1993,2019,349505,799,17,9.32777777777778,17,67,36,485,46,598,2.88986853722928,663,1.20512820512821,47,0.1102,346388,898,17,10.3277777777778,17,92,36,565,46,692,2.95711124962639,712,1.26123595505618,51,0,29,"Materials",0.383333333333333,"Polymers",0.15,"Enabling & Strategic Technologies",0.566666666666667,5505,5391,285331
"1378","Chen, Jiann Jong","National Taipei University of Technology","twn",142,1991,2021,349815,1898,19,10.6539682539683,1,5,52,631,88,1427,2.8894217000716,1597,1.18847839699436,116,0.0692,332135,2039,21,10.9873015873016,1,11,52,695,88,1535,2.97723454593735,1673,1.21876867901972,121,0,46,"Electrical & Electronic Engineering",0.619718309859155,"Networking & Telecommunications",0.140845070422535,"Engineering",0.640845070422535,1195,1241,105029
"1379","Liaw, Horng Jang","National Kaohsiung University of Science and Technology","twn",55,2000,2021,350127,874,18,10.2666666666667,7,28,37,647,43,694,2.88898571083786,500,1.748,51,0.2759,306682,1207,20,11.2666666666667,7,37,37,915,43,970,3.01515945750942,569,2.12126537785589,51,1,35,"Strategic, Defence & Security Studies",0.4,"Chemical Engineering",0.327272727272727,"Enabling & Strategic Technologies",0.472727272727273,360,440,18114
"1380","Chang, Ting Yi","National Taiwan University","twn",58,2002,2021,350680,919,17,9.45,5,61,28,482,35,549,2.88816364801446,811,1.13316892725031,48,0.1499,329211,1081,18,11.5666666666667,5,74,28,574,35,655,2.98158242972977,874,1.23684210526316,49,4,130,"Networking & Telecommunications",0.224137931034483,"Artificial Intelligence & Image Processing",0.224137931034483,"Information & Communication Technologies",0.758620689655172,3372,3572,183648
"1381","Wei, P. S.","National Sun Yat-Sen University","twn",122,1982,2021,350697,851,17,11.2833333333333,7,22,85,646,108,807,2.88813832779624,634,1.34227129337539,83,0.3434,262557,1296,22,13.3666666666667,7,33,85,1020,108,1228,3.08801612670398,742,1.7466307277628,92,3,30,"Mechanical Engineering & Transports",0.524590163934426,"Applied Physics",0.114754098360656,"Engineering",0.647540983606557,1993,2543,109724
"1382","Wang, Chien Jen","National University of Tainan Taiwan","twn",119,1998,2021,351269,894,15,10.5833333333333,7,26,76,721,111,874,2.88734966121431,776,1.1520618556701,80,0.1227,354405,1019,16,10.8333333333333,7,35,76,826,111,990,2.94619584953288,858,1.18764568764569,85,0,19,"Networking & Telecommunications",0.957983193277311,"Electrical & Electronic Engineering",0.0420168067226891,"Information & Communication Technologies",0.957983193277311,3674,3576,183648
"1383","Chen, C. Y.","National Kaohsiung University of Science and Technology","twn",144,2002,2014,351666,883,16,9.64166666666667,8,73,58,410,88,595,2.88680052675599,669,1.31988041853513,94,0.5596,159965,2005,27,16.1178571428571,8,150,58,901,88,1212,3.30613393108722,776,2.58376288659794,100,4,45,"Artificial Intelligence & Image Processing",0.1875,"Civil Engineering",0.180555555555556,"Engineering",0.305555555555556,2645,6177,253359
